tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Tráfico de Drogas,Casa Forte,Estupro Coletivo,Nenhum,3,2,41,2,0,Arquivado
Furto,Imbiribeira,Golpe Telefônico,Objeto Contundente,0,1,19,6,1,Concluído
Latrocínio,Imbiribeira,Arrombamento,Explosivos,0,3,68,6,0,Arquivado
Ameaça,Tamarineira,Invasão Residencial,Faca,4,2,64,7,1,Concluído
Violência Doméstica,Boa Viagem,Invasão Residencial,Arma de Fogo,3,2,18,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,3,0,40,7,1,Concluído
Roubo,Afogados,Fraude Online,Objeto Contundente,0,4,50,5,1,Concluído
Furto,Casa Forte,Fraude Online,Objeto Contundente,2,4,41,2,1,Concluído
Latrocínio,Casa Forte,Arrombamento,Explosivos,1,4,59,2,1,Concluído
Tráfico de Drogas,Torre,Uso de Arma de Fogo,Objeto Contundente,4,1,66,4,1,Concluído
Ameaça,Afogados,Assalto a Mão Armada,Explosivos,4,4,66,5,1,Concluído
Estupro,Imbiribeira,Estupro Coletivo,Objeto Contundente,0,1,55,6,1,Concluído
Roubo,Pina,Emboscada,Arma de Fogo,0,1,38,0,1,Concluído
Ameaça,Graças,Fraude Online,Faca,2,1,44,1,0,Arquivado
Roubo,Pina,Golpe Telefônico,Arma de Fogo,1,2,29,0,0,Arquivado
Ameaça,Torre,Invasão Residencial,Objeto Contundente,0,4,57,4,0,Arquivado
Sequestro,Espinheiro,Golpe Telefônico,Objeto Contundente,1,4,36,3,1,Concluído
Tráfico de Drogas,Pina,Estupro Coletivo,Explosivos,3,2,41,0,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estupro Coletivo,Objeto Contundente,0,2,26,8,1,Concluído
Latrocínio,Tamarineira,Emboscada,Arma de Fogo,2,0,45,7,1,Concluído
Tráfico de Drogas,Espinheiro,Invasão Residencial,Nenhum,2,2,31,3,0,Arquivado
Estelionato,Pina,Crime Cibernético,Faca,3,4,46,0,1,Concluído
Tráfico de Drogas,Tamarineira,Crime Cibernético,Objeto Contundente,0,0,47,7,0,Arquivado
Estupro,Boa Viagem,Assalto a Mão Armada,Arma de Fogo,4,2,33,8,1,Concluído
Latrocínio,Boa Viagem,Invasão Residencial,Nenhum,3,0,34,8,0,Arquivado
Latrocínio,Pina,Emboscada,Explosivos,1,3,28,0,1,Concluído
Roubo,Boa Viagem,Fraude Online,Objeto Contundente,3,1,51,8,0,Arquivado
Estupro,Torre,Uso de Arma de Fogo,Nenhum,4,0,34,4,0,Arquivado
Roubo,Espinheiro,Assalto a Mão Armada,Arma de Fogo,3,3,38,3,1,Concluído
Violência Doméstica,Afogados,Crime Cibernético,Explosivos,2,3,49,5,0,Arquivado
Latrocínio,Pina,Uso de Arma de Fogo,Objeto Contundente,3,3,58,0,0,Arquivado
Furto,Santo Amaro,Assalto a Mão Armada,Arma de Fogo,4,0,35,2,0,Arquivado
Homicídio,Afogados,Invasão Residencial,Objeto Contundente,1,1,55,5,1,Concluído
Violência Doméstica,Pina,Fraude Online,Faca,4,1,28,0,0,Arquivado
Roubo,Tamarineira,Assalto a Mão Armada,Faca,1,0,15,7,1,Concluído
Ameaça,Afogados,Emboscada,Explosivos,4,2,52,5,1,Concluído
Estupro,Imbiribeira,Crime Cibernético,Faca,4,2,17,6,0,Arquivado
Tráfico de Drogas,Pina,Invasão Residencial,Arma de Fogo,3,0,67,0,1,Concluído
Estelionato,Graças,Golpe Telefônico,Faca,4,3,29,1,0,Arquivado
Estelionato,Boa Viagem,Assalto a Mão Armada,Explosivos,3,0,32,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Assalto a Mão Armada,Explosivos,4,3,24,7,1,Concluído
Homicídio,Afogados,Assalto a Mão Armada,Arma de Fogo,1,2,41,5,0,Arquivado
Latrocínio,Santo Amaro,Assalto a Mão Armada,Nenhum,0,2,32,2,0,Arquivado
Estelionato,Casa Forte,Invasão Residencial,Nenhum,2,1,27,2,1,Concluído
Furto,Pina,Fraude Online,Nenhum,2,1,40,0,0,Arquivado
Ameaça,Torre,Uso de Arma de Fogo,Objeto Contundente,1,0,59,4,1,Concluído
Tráfico de Drogas,Tamarineira,Arrombamento,Explosivos,1,2,40,7,1,Concluído
Ameaça,Imbiribeira,Assalto a Mão Armada,Objeto Contundente,0,2,19,6,1,Concluído
Furto,Boa Viagem,Assalto a Mão Armada,Arma de Fogo,4,1,69,8,0,Arquivado
Homicídio,Torre,Estupro Coletivo,Nenhum,0,1,40,4,1,Concluído
Tráfico de Drogas,Boa Viagem,Assalto a Mão Armada,Nenhum,3,3,16,8,1,Concluído
Latrocínio,Santo Amaro,Crime Cibernético,Faca,0,0,21,2,0,Arquivado
Ameaça,Torre,Crime Cibernético,Nenhum,3,2,49,4,0,Arquivado
Ameaça,Pina,Crime Cibernético,Faca,4,0,37,0,1,Concluído
Tráfico de Drogas,Tamarineira,Golpe Telefônico,Objeto Contundente,4,3,39,7,0,Arquivado
Violência Doméstica,Imbiribeira,Golpe Telefônico,Faca,2,0,54,6,1,Concluído
Sequestro,Espinheiro,Golpe Telefônico,Nenhum,4,0,64,3,1,Concluído
Estupro,Tamarineira,Estupro Coletivo,Objeto Contundente,0,3,26,7,1,Concluído
Estupro,Pina,Estelionato Bancário,Objeto Contundente,4,4,30,0,0,Arquivado
Estupro,Torre,Emboscada,Explosivos,3,1,26,4,0,Arquivado
Violência Doméstica,Torre,Estelionato Bancário,Nenhum,2,1,66,4,1,Concluído
Furto,Graças,Fraude Online,Nenhum,4,1,68,1,0,Arquivado
Latrocínio,Pina,Golpe Telefônico,Objeto Contundente,3,0,54,0,0,Arquivado
Violência Doméstica,Graças,Fraude Online,Objeto Contundente,3,1,41,1,0,Arquivado
Latrocínio,Torre,Arrombamento,Explosivos,2,2,45,4,0,Arquivado
Homicídio,Tamarineira,Assalto a Mão Armada,Nenhum,2,3,35,7,1,Concluído
Homicídio,Graças,Emboscada,Objeto Contundente,0,1,60,1,0,Arquivado
Latrocínio,Tamarineira,Assalto a Mão Armada,Explosivos,4,4,55,7,0,Arquivado
Estelionato,Graças,Estupro Coletivo,Explosivos,4,1,55,1,0,Arquivado
Estupro,Afogados,Fraude Online,Faca,1,0,23,5,1,Concluído
Estupro,Afogados,Estupro Coletivo,Nenhum,0,4,25,5,0,Arquivado
Homicídio,Tamarineira,Uso de Arma de Fogo,Faca,4,1,23,7,0,Arquivado
Roubo,Pina,Golpe Telefônico,Nenhum,3,4,16,0,1,Concluído
Roubo,Afogados,Uso de Arma de Fogo,Explosivos,2,2,30,5,1,Concluído
Violência Doméstica,Boa Viagem,Assalto a Mão Armada,Nenhum,1,1,69,8,1,Concluído
Sequestro,Pina,Emboscada,Objeto Contundente,4,2,14,0,1,Concluído
Tráfico de Drogas,Espinheiro,Fraude Online,Nenhum,4,1,22,3,1,Concluído
Tráfico de Drogas,Espinheiro,Estelionato Bancário,Arma de Fogo,0,3,61,3,0,Arquivado
Violência Doméstica,Graças,Uso de Arma de Fogo,Arma de Fogo,0,4,35,1,0,Arquivado
Ameaça,Boa Viagem,Fraude Online,Faca,0,0,41,8,0,Arquivado
Violência Doméstica,Imbiribeira,Fraude Online,Arma de Fogo,4,1,23,6,1,Concluído
Tráfico de Drogas,Espinheiro,Golpe Telefônico,Explosivos,0,3,14,3,0,Arquivado
Furto,Torre,Crime Cibernético,Explosivos,4,2,26,4,0,Arquivado
Ameaça,Imbiribeira,Arrombamento,Explosivos,4,3,48,6,0,Arquivado
Estelionato,Graças,Golpe Telefônico,Explosivos,4,3,18,1,0,Arquivado
Latrocínio,Torre,Estupro Coletivo,Objeto Contundente,0,1,38,4,1,Concluído
Estelionato,Afogados,Arrombamento,Explosivos,1,0,62,5,0,Arquivado
Tráfico de Drogas,Tamarineira,Golpe Telefônico,Nenhum,2,2,53,7,0,Arquivado
Ameaça,Tamarineira,Emboscada,Arma de Fogo,1,3,61,7,1,Concluído
Sequestro,Pina,Emboscada,Nenhum,3,2,68,0,1,Concluído
Ameaça,Imbiribeira,Uso de Arma de Fogo,Objeto Contundente,4,4,59,6,1,Concluído
Estelionato,Afogados,Assalto a Mão Armada,Arma de Fogo,3,2,57,5,1,Concluído
Furto,Boa Viagem,Assalto a Mão Armada,Explosivos,2,1,49,8,1,Concluído
Ameaça,Graças,Uso de Arma de Fogo,Nenhum,4,0,52,1,1,Concluído
Estupro,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,4,0,16,3,0,Arquivado
Sequestro,Tamarineira,Assalto a Mão Armada,Nenhum,3,1,29,7,0,Arquivado
Sequestro,Graças,Assalto a Mão Armada,Explosivos,1,1,68,1,0,Arquivado
Ameaça,Afogados,Uso de Arma de Fogo,Explosivos,2,1,45,5,0,Arquivado
Tráfico de Drogas,Torre,Estupro Coletivo,Nenhum,1,4,24,4,1,Concluído
Estelionato,Afogados,Estelionato Bancário,Explosivos,2,3,66,5,0,Arquivado
Violência Doméstica,Afogados,Emboscada,Faca,4,3,56,5,1,Concluído
Tráfico de Drogas,Graças,Emboscada,Explosivos,4,2,54,1,0,Arquivado
Furto,Tamarineira,Emboscada,Explosivos,0,3,19,7,0,Arquivado
Sequestro,Imbiribeira,Fraude Online,Arma de Fogo,2,3,39,6,1,Concluído
Latrocínio,Imbiribeira,Estupro Coletivo,Nenhum,2,3,25,6,1,Concluído
Roubo,Pina,Arrombamento,Faca,0,3,26,0,0,Arquivado
Latrocínio,Pina,Assalto a Mão Armada,Objeto Contundente,4,4,61,0,1,Concluído
Estupro,Torre,Uso de Arma de Fogo,Explosivos,4,0,54,4,1,Concluído
Roubo,Imbiribeira,Estupro Coletivo,Objeto Contundente,3,0,23,6,0,Arquivado
Homicídio,Casa Forte,Estupro Coletivo,Faca,1,2,26,2,0,Arquivado
Tráfico de Drogas,Graças,Crime Cibernético,Faca,2,2,69,1,1,Concluído
Estelionato,Torre,Invasão Residencial,Faca,0,2,69,4,0,Arquivado
Estupro,Torre,Estupro Coletivo,Objeto Contundente,0,0,67,4,1,Concluído
Violência Doméstica,Espinheiro,Assalto a Mão Armada,Faca,4,3,30,3,0,Arquivado
Ameaça,Afogados,Arrombamento,Explosivos,1,4,42,5,1,Concluído
Roubo,Pina,Crime Cibernético,Explosivos,0,2,28,0,0,Arquivado
Tráfico de Drogas,Graças,Estelionato Bancário,Arma de Fogo,2,3,67,1,1,Concluído
Tráfico de Drogas,Pina,Estelionato Bancário,Objeto Contundente,2,1,35,0,0,Arquivado
Violência Doméstica,Santo Amaro,Estelionato Bancário,Arma de Fogo,4,2,48,2,0,Arquivado
Violência Doméstica,Pina,Golpe Telefônico,Arma de Fogo,4,2,51,0,0,Arquivado
Ameaça,Imbiribeira,Invasão Residencial,Nenhum,2,4,25,6,1,Concluído
Ameaça,Torre,Estupro Coletivo,Explosivos,2,4,68,4,1,Concluído
Latrocínio,Tamarineira,Estupro Coletivo,Arma de Fogo,1,1,24,7,1,Concluído
Homicídio,Casa Forte,Invasão Residencial,Nenhum,0,1,19,2,1,Concluído
Sequestro,Espinheiro,Emboscada,Nenhum,1,1,55,3,1,Concluído
Roubo,Torre,Assalto a Mão Armada,Arma de Fogo,0,1,56,4,1,Concluído
Roubo,Graças,Golpe Telefônico,Nenhum,3,0,69,1,0,Arquivado
Estupro,Pina,Uso de Arma de Fogo,Arma de Fogo,1,4,65,0,1,Concluído
Latrocínio,Torre,Emboscada,Arma de Fogo,3,0,69,4,1,Concluído
Violência Doméstica,Graças,Fraude Online,Explosivos,3,4,43,1,0,Arquivado
Sequestro,Torre,Fraude Online,Arma de Fogo,3,2,17,4,1,Concluído
Furto,Afogados,Fraude Online,Faca,3,0,69,5,0,Arquivado
Roubo,Tamarineira,Uso de Arma de Fogo,Explosivos,3,2,39,7,0,Arquivado
Sequestro,Casa Forte,Estelionato Bancário,Arma de Fogo,0,1,69,2,0,Arquivado
Latrocínio,Graças,Invasão Residencial,Objeto Contundente,1,2,35,1,0,Arquivado
Ameaça,Imbiribeira,Invasão Residencial,Objeto Contundente,4,2,14,6,0,Arquivado
Homicídio,Afogados,Assalto a Mão Armada,Explosivos,1,4,17,5,0,Arquivado
Estelionato,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,2,1,61,2,0,Arquivado
Furto,Imbiribeira,Crime Cibernético,Arma de Fogo,3,4,44,6,0,Arquivado
Homicídio,Santo Amaro,Estelionato Bancário,Arma de Fogo,1,1,38,2,0,Arquivado
Sequestro,Casa Forte,Estelionato Bancário,Objeto Contundente,0,0,20,2,1,Concluído
Violência Doméstica,Espinheiro,Estelionato Bancário,Explosivos,1,3,28,3,1,Concluído
Homicídio,Graças,Arrombamento,Objeto Contundente,3,0,43,1,1,Concluído
Estupro,Pina,Estelionato Bancário,Objeto Contundente,0,0,54,0,1,Concluído
Sequestro,Tamarineira,Crime Cibernético,Nenhum,2,3,64,7,0,Arquivado
Ameaça,Graças,Crime Cibernético,Faca,3,0,52,1,1,Concluído
Homicídio,Graças,Golpe Telefônico,Objeto Contundente,2,0,25,1,1,Concluído
Estelionato,Tamarineira,Fraude Online,Nenhum,4,0,57,7,0,Arquivado
Violência Doméstica,Afogados,Fraude Online,Explosivos,2,4,39,5,1,Concluído
Roubo,Espinheiro,Golpe Telefônico,Faca,3,4,27,3,1,Concluído
Ameaça,Graças,Arrombamento,Arma de Fogo,2,1,44,1,0,Arquivado
Estelionato,Boa Viagem,Crime Cibernético,Objeto Contundente,4,4,67,8,1,Concluído
Furto,Afogados,Invasão Residencial,Objeto Contundente,4,1,50,5,0,Arquivado
Sequestro,Torre,Estupro Coletivo,Objeto Contundente,3,2,35,4,0,Arquivado
Furto,Afogados,Crime Cibernético,Faca,0,0,50,5,1,Concluído
Roubo,Santo Amaro,Estupro Coletivo,Faca,0,4,65,2,1,Concluído
Estupro,Imbiribeira,Invasão Residencial,Explosivos,3,4,41,6,1,Concluído
Estupro,Casa Forte,Arrombamento,Nenhum,3,4,57,2,1,Concluído
Tráfico de Drogas,Torre,Uso de Arma de Fogo,Objeto Contundente,1,0,39,4,0,Arquivado
Homicídio,Afogados,Crime Cibernético,Objeto Contundente,1,1,31,5,1,Concluído
Tráfico de Drogas,Santo Amaro,Invasão Residencial,Objeto Contundente,3,1,55,2,0,Arquivado
Furto,Espinheiro,Arrombamento,Objeto Contundente,1,1,27,3,1,Concluído
Latrocínio,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,3,3,16,3,1,Concluído
Roubo,Graças,Uso de Arma de Fogo,Explosivos,0,1,29,1,1,Concluído
Furto,Casa Forte,Estupro Coletivo,Explosivos,4,4,53,2,0,Arquivado
Estupro,Imbiribeira,Arrombamento,Arma de Fogo,3,0,44,6,1,Concluído
Estelionato,Pina,Estupro Coletivo,Nenhum,0,1,24,0,1,Concluído
Tráfico de Drogas,Espinheiro,Fraude Online,Nenhum,4,3,37,3,0,Arquivado
Latrocínio,Afogados,Estelionato Bancário,Arma de Fogo,2,1,34,5,1,Concluído
Latrocínio,Espinheiro,Fraude Online,Explosivos,3,1,67,3,1,Concluído
Roubo,Pina,Invasão Residencial,Explosivos,0,1,17,0,0,Arquivado
Latrocínio,Tamarineira,Crime Cibernético,Faca,1,4,27,7,1,Concluído
Ameaça,Imbiribeira,Crime Cibernético,Arma de Fogo,1,2,19,6,0,Arquivado
Tráfico de Drogas,Graças,Estelionato Bancário,Arma de Fogo,1,0,58,1,1,Concluído
Furto,Graças,Golpe Telefônico,Explosivos,1,2,19,1,1,Concluído
Roubo,Afogados,Estupro Coletivo,Nenhum,2,0,53,5,0,Arquivado
Homicídio,Imbiribeira,Golpe Telefônico,Explosivos,4,4,61,6,1,Concluído
Tráfico de Drogas,Pina,Uso de Arma de Fogo,Explosivos,4,0,34,0,0,Arquivado
Furto,Afogados,Emboscada,Explosivos,1,2,48,5,0,Arquivado
Homicídio,Afogados,Uso de Arma de Fogo,Nenhum,1,2,35,5,1,Concluído
Violência Doméstica,Graças,Crime Cibernético,Arma de Fogo,4,2,37,1,1,Concluído
Sequestro,Afogados,Fraude Online,Objeto Contundente,3,0,63,5,1,Concluído
Sequestro,Casa Forte,Arrombamento,Explosivos,4,1,35,2,0,Arquivado
Homicídio,Espinheiro,Arrombamento,Faca,3,4,56,3,0,Arquivado
Tráfico de Drogas,Casa Forte,Fraude Online,Arma de Fogo,1,0,28,2,0,Arquivado
Latrocínio,Tamarineira,Arrombamento,Nenhum,2,2,59,7,0,Arquivado
Furto,Graças,Emboscada,Objeto Contundente,2,4,34,1,1,Concluído
Estupro,Casa Forte,Invasão Residencial,Explosivos,2,0,22,2,1,Concluído
Homicídio,Espinheiro,Estelionato Bancário,Nenhum,3,0,56,3,1,Concluído
Ameaça,Pina,Emboscada,Objeto Contundente,2,2,60,0,0,Arquivado
Tráfico de Drogas,Tamarineira,Assalto a Mão Armada,Objeto Contundente,1,3,25,7,1,Concluído
Estupro,Imbiribeira,Estelionato Bancário,Explosivos,4,1,66,6,1,Concluído
Furto,Casa Forte,Invasão Residencial,Objeto Contundente,3,2,49,2,0,Arquivado
Homicídio,Espinheiro,Crime Cibernético,Faca,1,3,66,3,0,Arquivado
Tráfico de Drogas,Espinheiro,Assalto a Mão Armada,Arma de Fogo,2,0,19,3,0,Arquivado
Tráfico de Drogas,Boa Viagem,Invasão Residencial,Arma de Fogo,4,2,24,8,1,Concluído
Homicídio,Graças,Golpe Telefônico,Explosivos,0,0,50,1,0,Arquivado
Ameaça,Santo Amaro,Uso de Arma de Fogo,Arma de Fogo,2,3,38,2,1,Concluído
Violência Doméstica,Santo Amaro,Assalto a Mão Armada,Objeto Contundente,4,1,34,2,1,Concluído
Estelionato,Graças,Invasão Residencial,Nenhum,1,1,19,1,1,Concluído
Homicídio,Afogados,Golpe Telefônico,Nenhum,4,0,54,5,1,Concluído
Violência Doméstica,Casa Forte,Invasão Residencial,Explosivos,4,2,41,2,1,Concluído
Ameaça,Torre,Estupro Coletivo,Explosivos,2,3,16,4,0,Arquivado
Furto,Santo Amaro,Estupro Coletivo,Arma de Fogo,3,0,46,2,1,Concluído
Tráfico de Drogas,Pina,Emboscada,Nenhum,1,2,53,0,1,Concluído
Sequestro,Afogados,Crime Cibernético,Objeto Contundente,1,0,24,5,1,Concluído
Roubo,Imbiribeira,Crime Cibernético,Arma de Fogo,3,3,26,6,1,Concluído
Tráfico de Drogas,Afogados,Fraude Online,Objeto Contundente,0,0,44,5,0,Arquivado
Homicídio,Tamarineira,Golpe Telefônico,Nenhum,2,3,49,7,0,Arquivado
Latrocínio,Espinheiro,Uso de Arma de Fogo,Arma de Fogo,4,4,31,3,1,Concluído
Sequestro,Casa Forte,Estelionato Bancário,Nenhum,0,0,67,2,0,Arquivado
Violência Doméstica,Graças,Estelionato Bancário,Objeto Contundente,0,4,45,1,0,Arquivado
Violência Doméstica,Tamarineira,Golpe Telefônico,Arma de Fogo,2,1,31,7,0,Arquivado
Sequestro,Imbiribeira,Crime Cibernético,Arma de Fogo,3,0,21,6,0,Arquivado
Violência Doméstica,Afogados,Golpe Telefônico,Explosivos,0,3,34,5,1,Concluído
Estelionato,Graças,Emboscada,Objeto Contundente,0,3,24,1,0,Arquivado
Roubo,Boa Viagem,Emboscada,Explosivos,3,4,25,8,0,Arquivado
Homicídio,Imbiribeira,Estelionato Bancário,Explosivos,1,0,47,6,0,Arquivado
Furto,Casa Forte,Fraude Online,Nenhum,1,4,63,2,1,Concluído
Latrocínio,Graças,Golpe Telefônico,Nenhum,2,3,42,1,1,Concluído
Roubo,Casa Forte,Golpe Telefônico,Explosivos,2,1,29,2,0,Arquivado
Ameaça,Graças,Estupro Coletivo,Objeto Contundente,1,2,43,1,1,Concluído
Ameaça,Boa Viagem,Assalto a Mão Armada,Arma de Fogo,0,4,62,8,1,Concluído
Latrocínio,Santo Amaro,Arrombamento,Explosivos,0,2,22,2,1,Concluído
Roubo,Afogados,Invasão Residencial,Faca,2,4,68,5,1,Concluído
Estelionato,Boa Viagem,Golpe Telefônico,Nenhum,0,4,33,8,1,Concluído
Homicídio,Santo Amaro,Golpe Telefônico,Arma de Fogo,4,0,18,2,0,Arquivado
Latrocínio,Boa Viagem,Invasão Residencial,Faca,2,0,51,8,0,Arquivado
Estupro,Casa Forte,Emboscada,Nenhum,0,2,56,2,0,Arquivado
Estupro,Casa Forte,Emboscada,Explosivos,4,3,65,2,1,Concluído
Ameaça,Afogados,Golpe Telefônico,Explosivos,4,0,31,5,1,Concluído
Homicídio,Torre,Fraude Online,Faca,0,1,34,4,0,Arquivado
Estelionato,Pina,Invasão Residencial,Objeto Contundente,2,3,17,0,0,Arquivado
Furto,Casa Forte,Golpe Telefônico,Faca,0,1,59,2,1,Concluído
Roubo,Casa Forte,Fraude Online,Nenhum,4,4,21,2,0,Arquivado
Latrocínio,Tamarineira,Estelionato Bancário,Arma de Fogo,0,2,24,7,0,Arquivado
Violência Doméstica,Espinheiro,Golpe Telefônico,Explosivos,4,4,48,3,0,Arquivado
Furto,Santo Amaro,Assalto a Mão Armada,Faca,4,4,66,2,1,Concluído
Estelionato,Espinheiro,Estupro Coletivo,Objeto Contundente,0,1,30,3,1,Concluído
Homicídio,Casa Forte,Estupro Coletivo,Objeto Contundente,1,1,24,2,1,Concluído
Estelionato,Pina,Arrombamento,Faca,3,1,48,0,1,Concluído
Sequestro,Graças,Crime Cibernético,Nenhum,0,4,36,1,1,Concluído
Homicídio,Imbiribeira,Fraude Online,Explosivos,2,0,20,6,0,Arquivado
Sequestro,Afogados,Assalto a Mão Armada,Objeto Contundente,4,3,24,5,1,Concluído
Violência Doméstica,Graças,Estelionato Bancário,Explosivos,4,4,37,1,1,Concluído
Roubo,Afogados,Fraude Online,Objeto Contundente,0,4,64,5,0,Arquivado
Furto,Graças,Fraude Online,Explosivos,3,0,22,1,0,Arquivado
Ameaça,Graças,Arrombamento,Nenhum,4,1,52,1,1,Concluído
Tráfico de Drogas,Casa Forte,Arrombamento,Arma de Fogo,2,4,33,2,1,Concluído
Estelionato,Afogados,Emboscada,Objeto Contundente,3,4,50,5,1,Concluído
Ameaça,Imbiribeira,Emboscada,Faca,1,1,53,6,1,Concluído
Sequestro,Afogados,Arrombamento,Arma de Fogo,4,1,58,5,1,Concluído
Estelionato,Pina,Fraude Online,Faca,4,4,35,0,0,Arquivado
Sequestro,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,4,4,23,7,0,Arquivado
Homicídio,Graças,Estelionato Bancário,Explosivos,1,3,63,1,0,Arquivado
Furto,Casa Forte,Uso de Arma de Fogo,Faca,1,0,25,2,0,Arquivado
Ameaça,Tamarineira,Arrombamento,Nenhum,2,2,14,7,1,Concluído
Ameaça,Pina,Fraude Online,Faca,0,0,17,0,1,Concluído
Violência Doméstica,Casa Forte,Uso de Arma de Fogo,Faca,3,4,25,2,1,Concluído
Violência Doméstica,Tamarineira,Golpe Telefônico,Objeto Contundente,2,3,32,7,0,Arquivado
Latrocínio,Pina,Uso de Arma de Fogo,Arma de Fogo,2,3,21,0,1,Concluído
Estupro,Espinheiro,Crime Cibernético,Faca,0,2,55,3,0,Arquivado
Ameaça,Casa Forte,Fraude Online,Nenhum,3,3,18,2,0,Arquivado
Tráfico de Drogas,Tamarineira,Assalto a Mão Armada,Faca,2,2,49,7,1,Concluído
Sequestro,Imbiribeira,Emboscada,Faca,3,0,51,6,0,Arquivado
Furto,Santo Amaro,Golpe Telefônico,Explosivos,4,1,42,2,0,Arquivado
Homicídio,Tamarineira,Invasão Residencial,Arma de Fogo,1,4,48,7,0,Arquivado
Sequestro,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,2,4,15,8,1,Concluído
Roubo,Afogados,Uso de Arma de Fogo,Arma de Fogo,4,1,20,5,0,Arquivado
Homicídio,Afogados,Assalto a Mão Armada,Nenhum,0,4,36,5,1,Concluído
Furto,Torre,Crime Cibernético,Objeto Contundente,2,2,38,4,0,Arquivado
Latrocínio,Afogados,Invasão Residencial,Explosivos,4,3,55,5,0,Arquivado
Estupro,Casa Forte,Emboscada,Nenhum,2,4,36,2,0,Arquivado
Furto,Espinheiro,Fraude Online,Objeto Contundente,4,3,56,3,0,Arquivado
Violência Doméstica,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,0,3,18,3,1,Concluído
Roubo,Casa Forte,Golpe Telefônico,Objeto Contundente,3,0,59,2,1,Concluído
Estupro,Santo Amaro,Arrombamento,Objeto Contundente,3,3,15,2,0,Arquivado
Latrocínio,Espinheiro,Estupro Coletivo,Objeto Contundente,3,1,42,3,0,Arquivado
Homicídio,Espinheiro,Fraude Online,Nenhum,3,2,69,3,1,Concluído
Latrocínio,Imbiribeira,Emboscada,Faca,4,4,45,6,1,Concluído
Latrocínio,Afogados,Estelionato Bancário,Objeto Contundente,4,2,52,5,0,Arquivado
Estelionato,Torre,Invasão Residencial,Faca,0,4,27,4,0,Arquivado
Sequestro,Afogados,Estelionato Bancário,Objeto Contundente,4,1,45,5,1,Concluído
Latrocínio,Afogados,Emboscada,Objeto Contundente,0,2,37,5,0,Arquivado
Roubo,Afogados,Estelionato Bancário,Explosivos,4,2,15,5,0,Arquivado
Latrocínio,Torre,Assalto a Mão Armada,Nenhum,2,4,45,4,0,Arquivado
Furto,Boa Viagem,Golpe Telefônico,Objeto Contundente,3,1,55,8,1,Concluído
Ameaça,Afogados,Estupro Coletivo,Faca,4,1,45,5,1,Concluído
Estupro,Santo Amaro,Arrombamento,Arma de Fogo,4,4,27,2,0,Arquivado
Ameaça,Tamarineira,Assalto a Mão Armada,Faca,2,1,65,7,0,Arquivado
Ameaça,Espinheiro,Fraude Online,Objeto Contundente,4,2,48,3,1,Concluído
Tráfico de Drogas,Graças,Fraude Online,Explosivos,1,0,58,1,0,Arquivado
Latrocínio,Graças,Fraude Online,Explosivos,3,4,46,1,0,Arquivado
Estupro,Casa Forte,Arrombamento,Objeto Contundente,0,3,38,2,1,Concluído
Violência Doméstica,Boa Viagem,Emboscada,Explosivos,0,2,43,8,1,Concluído
Violência Doméstica,Tamarineira,Assalto a Mão Armada,Objeto Contundente,4,3,15,7,0,Arquivado
Estupro,Torre,Emboscada,Explosivos,3,0,62,4,0,Arquivado
Homicídio,Boa Viagem,Estupro Coletivo,Arma de Fogo,4,3,27,8,1,Concluído
Roubo,Santo Amaro,Estupro Coletivo,Arma de Fogo,4,2,68,2,0,Arquivado
Ameaça,Afogados,Golpe Telefônico,Arma de Fogo,1,2,55,5,0,Arquivado
Ameaça,Afogados,Invasão Residencial,Objeto Contundente,4,3,31,5,0,Arquivado
Estelionato,Afogados,Emboscada,Arma de Fogo,4,2,28,5,0,Arquivado
Sequestro,Casa Forte,Estelionato Bancário,Nenhum,1,3,27,2,0,Arquivado
Tráfico de Drogas,Santo Amaro,Estelionato Bancário,Faca,1,1,56,2,0,Arquivado
Homicídio,Torre,Assalto a Mão Armada,Faca,3,2,40,4,1,Concluído
Latrocínio,Tamarineira,Arrombamento,Faca,1,3,51,7,0,Arquivado
Estupro,Boa Viagem,Assalto a Mão Armada,Explosivos,4,1,43,8,0,Arquivado
Tráfico de Drogas,Afogados,Invasão Residencial,Objeto Contundente,4,3,38,5,0,Arquivado
Estupro,Imbiribeira,Estelionato Bancário,Arma de Fogo,3,0,58,6,0,Arquivado
Latrocínio,Santo Amaro,Invasão Residencial,Nenhum,0,4,42,2,1,Concluído
Ameaça,Santo Amaro,Estelionato Bancário,Explosivos,1,3,16,2,1,Concluído
Sequestro,Graças,Golpe Telefônico,Explosivos,2,1,52,1,0,Arquivado
Latrocínio,Espinheiro,Crime Cibernético,Objeto Contundente,0,1,36,3,1,Concluído
